"user_id","category","dq_issue","dq_issue_risk_level"
U1133,p3,plan_values_misaligned,minor_internal_impact
U1133,p2,null_values_in_internal,minor_internal_impact
U1133,p2,duplicate_in_internal,major_internal_impact
U1134,p3,plan_values_misaligned,minor_internal_impact
U1134,p2,null_values_in_internal,minor_internal_impact
U1134,p1,timestamp_difference,major_business_impact
U1134,p2,null_values_in_billing,minor_business_impact
U1134,p1,status_mismatch,major_business_impact
U1135,p2,null_values_in_billing,minor_business_impact
U1135,p2,null_values_in_internal,minor_internal_impact
U1135,p1,timestamp_difference,major_business_impact
U1135,p1,status_mismatch,major_business_impact
U1135,p3,plan_values_misaligned,minor_internal_impact
U1136,p2,null_values_in_billing,minor_business_impact
U1136,p1,timestamp_difference,major_business_impact
U1136,p3,plan_values_misaligned,minor_internal_impact
U1136,p2,null_values_in_internal,minor_internal_impact
U1136,p1,status_mismatch,major_business_impact
U1137,p3,plan_values_misaligned,minor_internal_impact
U1137,p2,null_values_in_internal,minor_internal_impact
U1137,p1,timestamp_difference,major_business_impact
U1137,p2,null_values_in_billing,minor_business_impact
U1137,p1,status_mismatch,major_business_impact
U1138,p2,null_values_in_billing,minor_business_impact
U1138,p3,plan_values_misaligned,minor_internal_impact
U1138,p1,timestamp_difference,major_business_impact
U1138,p2,null_values_in_internal,minor_internal_impact
U1138,p1,status_mismatch,major_business_impact
U1139,p2,null_values_in_billing,minor_business_impact
U1139,p2,null_values_in_internal,minor_internal_impact
U1139,p1,status_mismatch,major_business_impact
U1139,p3,plan_values_misaligned,minor_internal_impact
U1139,p1,timestamp_difference,major_business_impact
U1140,p1,status_mismatch,major_business_impact
U1140,p2,null_values_in_billing,minor_business_impact
U1140,p3,plan_values_misaligned,minor_internal_impact
U1140,p2,null_values_in_internal,minor_internal_impact
U1140,p1,timestamp_difference,major_business_impact
U1141,p2,null_values_in_billing,minor_business_impact
U1141,p3,plan_values_misaligned,minor_internal_impact
U1141,p1,timestamp_difference,major_business_impact
U1141,p2,null_values_in_internal,minor_internal_impact
U1141,p1,status_mismatch,major_business_impact
U1142,p3,plan_values_misaligned,minor_internal_impact
U1142,p1,timestamp_difference,major_business_impact
U1142,p1,status_mismatch,major_business_impact
U1142,p2,null_values_in_internal,minor_internal_impact
U1142,p2,null_values_in_billing,minor_business_impact
U1143,p1,status_mismatch,major_business_impact
U1143,p1,timestamp_difference,major_business_impact
U1143,p2,null_values_in_billing,minor_business_impact
U1143,p2,null_values_in_internal,minor_internal_impact
U1143,p3,plan_values_misaligned,minor_internal_impact
